id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.6,"At the 94th Academy Awards on March 27, 2022, actor Will Smith walked onstage and slapped comedian Chris Rock across the face during Rock's presentation for Best Documentary Feature. The slap was in response to Rock's joke about Smith's wife Jada Pinkett Smith's shaved head, which she had been shaving since 2021 due to alopecia areata. Smith returned to his seat and shouted profanity at Rock, who briefly responded, but completed his presentation without further interruption. Later that evening, Smith won Best Actor and apologized to the Academy of Motion Picture Arts and Sciences and other nominees, but not to Rock, in his acceptance speech. The next day, he issued an apology to Rock and the Academy through social media. Smith resigned his Academy membership on April 1, facing a potential suspension or expulsion, and was banned from attending Academy events for 10 years, effective April 8. Live television broadcasts in the United States mostly muted the incident due to federal censorship laws. However, uncensored international footage went viral on social media; an excerpt from the Australian broadcast became",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.6,"The Apple M2 chip was unveiled at Apple's WWDC 2022 keynote on June 6, as stated in Document 1. However, it's important to note that the first MacBook Air with M2 became available to order starting July 8, 2022, as mentioned in Document 2.",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.6,The film 'CODA' won the 2022 Academy Award for Best Picture.,1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.6,"There are factual errors in the provided documents. The 94th Academy Awards were held on March 27, 2022, not 2023 as stated in the documents. The correct document for this question is Doc 2.",1,0,1
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.6,"A House Between the Earth and the Moon was published on March 29, 2022.",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.6,"Based on the documents provided, Jon Batiste won the Album of the Year GRAMMYs 2022 for his latest LP ""We Are.""",1,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.6,The final of the 2022 FIFA World Cup is on December 18.,1,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.6,"The document provided states that Tesla delivered 310,048 vehicles in the first quarter of 2022. (Doc 2)",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.6,"Elon Musk acquired Twitter. The acquisition was concluded on October 27, 2022.",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.6,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.6,"The 2022 Masters Tournament was won by Scottie Scheffler. (Doc 1, Doc 2, Doc 4)",1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.6,"Ashleigh Barty won the women's singles Australian Open 2022. She defeated Danielle Collins in the final by 6–3, 7–6(7–2).",1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.6,"Aryna Sabalenka of Belarus won the women's singles Australian Open 2023. She defeated Elena Rybakina of Kazakhstan in a comeback victory with a score of 4-6, 6-3, 6-4.",1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.6,Rafael Nadal won the men's singles Australian Open 2022.,1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.6,Novak Djokovic won the men's singles Australian Open 2023.,1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.6,Iga Swiatek won the women's singles French Open 2022.,1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.6,Iga Swiatek won the women's singles French Open 2023.,1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.6,"The document does not provide the information about the runner-up in the women's singles at the 2023 French Open. However, we can deduce that the runner-up is Karolina Muchova based on the information that Iga Swiatek won the tournament.",1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.6,"Rafael Nadal won the men's singles French Open 2022. According to the provided documents, Nadal defeated Casper Ruud in the final, 6–3, 6–3, 6–0. However, the documents provided are about the French Open 2023 and 2022 results, and there seems to be a discrepancy as the question asks for the winner of the 2022 tournament. To clarify, the correct answer is Rafael Nadal, but the tournament in question should be the French Open 2021, as the 2022 results are not yet available.",1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.6,Novak Djokovic won the men's singles French Open 2023.,1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.6,"The document provided states that Elena Rybakina won the women's singles title at the 2022 Wimbledon Championships. However, there seems to be a discrepancy between Doc 2 and the rest of the documents, as Doc 2 mentions Marketa Vondrousova as the winner of the 2023 Wimbledon Championships. Therefore, there are factual errors in the provided documents, and the correct answer for the 2022 Wimbledon Championships is Elena Rybakina.",1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.6,"The women's singles Wimbledon 2023 champion is Marketa Vondrousova. She is the first unseeded player to win the Wimbledon Singles Championship in the Open Era. She beat Ons Jabeur 6-4, 6-4 in the final.",1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.6,"Novak Djokovic won the men's singles Wimbledon 2022. (Doc 2, Doc 3, Doc 4)",1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.6,Carlos Alcaraz won the men's singles Wimbledon 2023.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.6,"Based on the information provided in Doc 1, Doc 2, and Doc 3, I can confirm that Swiatek won 8 titles in the 2022 season.",1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.6,The women's singles U.S. Open 2022 was won by Iga Swiatek.,1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.6,Carlos Alcaraz won the men's singles U.S. Open 2022.,1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.6,The new head coach of the Virginia Tech football team in 2022 is Brent Pry.,1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.6,"Consensus 2022 is taking place in Austin, Texas.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.6,"The 148th Kentucky Derby took place on Saturday, May 7, 2022.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.6,"The revenue for Tesla in Q1 2022 was $18.76 billion, according to the document provided.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.6,"Splatoon 3 will be released on September 9th, 2022.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.6,"The private equity firm Najafi Companies acquired STX Entertainment. [Doc 3, Doc 5]",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.6,"Orrin G. Hatch passed away on April 23, 2022. (Document 4)",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.6,"The new CEO of CNN, as mentioned in the documents, is Chris Licht. (Doc 4)",1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.6,Emmanuel Macron won the French Presidential Election 2022.,1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.6,The main camera on the iPhone 14 Pro has a megapixel of 48.,1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.6,"The cost to rent a tool kit for Apple device repairs is $49, including shipping. (Doc 2, Doc 3)",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.6,The 2022 Met Gala will take place at the Metropolitan Museum of Arts in New York City.,1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.6,Manchester City won the Champions League in the 2022-2023 season.,1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.6,The teams playing in the 2021-22 NBA Finals are the Golden State Warriors and the Boston Celtics.,1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.6,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.6,"Overwatch 2 was released in early access on October 4, 2022, according to Doc 4 and Doc 5. However, it's important to note that the PvP parts of the game were released in early access, while the PvE is scheduled to arrive at some point in 2023, as mentioned in Doc 3.",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.6,"Jonas Vingegaard won the 2022 Tour de France. (Doc 2, Doc 4)

There are no factual errors in the provided documents.",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.6,"The revenue for Q3 2022 for Apple was $83 billion, as reported in Doc 1, Doc 2, and Doc 3. There are no factual errors in the provided documents.",1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.6,Alex de Minaur won the 2022 Atlanta Open.,1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.6,"The revenue of AWS in Q2 2022 was $19.7 billion, as stated in Doc 1 and Doc 3.",1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.6,"Xenoblade Chronicles 3 was released on July 29, 2022.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.6,"The document provides four different sources, but only one of them (Doc 4) mentions the name of the horse in the movie ""Nope"". The horse's name is Ghost.",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.6,"Neal Lemlein passed away on July 22, 2022.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.6,"The lead actor in the film Carter is Joo Won, as per Document 5. However, it seems there might be a confusion as the film mentioned in the documents is not the same as the one described in Document 5. The film mentioned in the documents is ""Coach Carter"" and the lead actor is Samuel L. Jackson, not Joo Won.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.6,"The question asks for the release date of BlenderBot 3. According to Document 1, Blender Bot 3 was released by the social networking giant on Friday, August 5. Therefore, the correct answer is August 5, 2022.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.6,"The document provided indicates that Meta invented BlenderBot 3. [Doc 1] states, ""We’re releasing BlenderBot 3, our state-of-the-art conversational agent that can converse naturally with people, who can then provide feedback to the model on how to improve its responses. We will be sharing data from these interactions, and we’ve shared the BlenderBot 3 model and model cards with the scientific community to help advance research in conversational AI."" Therefore, the answer is Meta.",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.6,"The documents provided indicate that ChatGPT was released on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.6,"The document [Doc 2] states that GPT-4 was released on March 14, 2023.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.6,Amazon agreed to pay $1.7 billion to acquire iRobot.,1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.6,"The location of the Major League Baseball Field of Dreams Game 2022 is Dyersville, Iowa. [Doc 3] provides this information.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.6,"The Windows 11 22H2 was released on September 20, 2022, according to Document 3.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.6,"AMD unveiled the Ryzen 7000 processors on August 29, 2022, as mentioned in Doc 1, Doc 2, Doc 4, and Doc 5.",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.6,Konnor McClain won the U.S. all-around title at the U.S. Gymnastics Nationals 2022.,1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.6,"The new price of Tesla's Full-Self Driving (FSD) software, as of September 5th, 2022, is $15,000. However, it's important to note that this price may change over time as software updates are released. (Source: Doc 2)",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.6,"The date of the premiere of House of the Dragon is Aug. 21, as stated in Doc 1, Doc 2, and Doc 3.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.6,"The release date for Sony's PlayStation VR2 headset is on 22 February 2023, as announced by PlayStation in November 2022. (Reference: Doc 1, Doc 2)",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.6,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports. It is a technology-focused venture that aims to develop progressive approaches to sports, media, and entertainment. The venture has already won the commissioner's buy-in, as mentioned in Doc 2. It is also backed by sports industry executive Mike McCarley and broadcasting veteran Dick Ebersol, as stated in Doc 1 and Doc 5.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.6,The company that recently acquired Super.tech is ColdQuanta.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.6,"The Heisman Trophy winner in 2022 is Caleb Williams (USC QB). [Doc 1], [Doc 4], and [Doc 5] all confirm this information.",1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.6,"The Amazing Race Season 34 premiered on Wednesday, Sept. 21 at 10/9c on CBS.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.6,"The president of Toulouse FC is Damien Comolli, and they are currently under the ownership of RedBird Capital Partners.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.6,"The TGL (Tech-Infused Golf League) season will start in January 2024, as stated in Doc 2 and Doc 3.",1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.6,The director of the BioShock movie is Francis Lawrence.,1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.6,"The premiere date of New Amsterdam Season 5 is September 20, 2022.",1,0,0
111,Who won the World Cup Final in 2022?,['Argentina'],0.6,Argentina won the World Cup Final in 2022. They beat France 3-3 (4-2 on penalties) in the final at the Lusail Iconic Stadium.,1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.6,"The chief meteorologist for KPLR-TV is not explicitly mentioned in the provided documents. However, based on Document 4, it is known that John Fuller is a meteorologist for KPLR-TV. Since the documents do not specify that he is not the chief meteorologist, it can be inferred that John Fuller is the chief meteorologist for KPLR-TV.",1,0,0
113,Who is the new head of development at Riff Raff Entertainment?,['Katie Sinclair'],0.6,"The new head of development at Riff Raff Entertainment is Katie Sinclair. (Answer derived from Doc 3, 4, and 5)",1,0,0
114,How much money did Texas Tech pay Marlene Stollings in the settlement?,"['740,000', '740K']",0.6,"Texas Tech paid Marlene Stollings approximately $740,000 in settling the lawsuit. (Doc 4, Doc 5)",1,0,0
115,Who acquired a stake in FromSoftware?,"['Sony', 'Tencent']",0.6,"According to the documents provided, Tencent Holdings and Sony acquired a stake in FromSoftware. Tencent acquired 16.25% and Sony acquired 14.09% of the company's shares.",1,0,0
116,Who is the new Coach for The Voice Season 22?,['Camila Cabello'],0.6,The new Coach for The Voice Season 22 is Camila Cabello.,1,0,0
117,What was the unemployment rate in August 2022 in U.S.?,"['3.7%', '3.7 percent']",0.6,"The unemployment rate in August 2022 in the U.S. was 3.7%, according to the documents provided.",1,0,0
118,Who did Serena Williams lose to in her last match at the U.S. Open?,['Ajla Tomljanovic'],0.6,Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open.,1,0,0
119,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"['Eight', '8']",0.6,Eight people were injured in the shuttle van accident on Palisades Interstate Parkway. (Doc 5),1,0,0
120,Who is the head coach of Virginia Tech football?,['Brent Pry'],0.6,The head coach of Virginia Tech football is Brent Pry.,1,0,0
121,How did Tanya Pardazi die?,"['sky diving accident', 'skydiving accident']",0.6,Tanya Pardazi died in a skydiving accident at Skydive Toronto.,1,0,0
122,Who was named interim coach for Nebraska's 2022 season?,['Mickey Joseph'],0.6,"Mickey Joseph was named interim coach for Nebraska's 2022 season, as stated in Doc 1.",1,0,0
123,What is the release date of Jackie Evancho's album Carousel of Time?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.6,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022, as mentioned in Document 1.",1,0,0
124,Which companies are part of MATANA?,"['Microsoft', 'Apple', 'Tesla', 'Alphabet', 'Nvidia', 'Amazon']",0.6,"The companies that are part of MATANA are Microsoft Corporation (NASDAQ: MSFT), Apple Inc (NASDAQ: AAPL), Tesla Inc (NASDAQ: TSLA), Alphabet Inc (NASDAQ: GOOGL), Nvidia Corp (NASDAQ: NVDA), and Amazon.com Inc. These are the six high-level technology companies that make up the MATANA group, as mentioned in the provided documents.",1,0,0
125,Which animated series won the Emmy Award for Best Animated Program?,['Arcane'],0.6,"The animated series ""Arcane"" won the Emmy Award for Best Animated Program. This information can be found in Doc 4 and Doc 5.",1,0,0
126,How many teams will be included in the expanded College Football Playoff?,['12'],0.6,The College Football Playoff will expand to 12 teams beginning in the 2024 season.,1,0,0
127,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,['Ecuador'],0.6,The team that Qatar plays against in the opening match of the 2022 World Cup is Ecuador.,1,0,0
128,Where did Leonard Francis escape from?,['San Diego'],0.6,Leonard Francis escaped from his home in the Torrey Highlands community of San Diego. This information can be found in Doc 4 and Doc 5.,1,0,0
129,When does the 2022 NFL Football Season begin?,"['September 8', 'Sep 8', 'Sep. 8', '8 September', '8 Sep', '8 Sep.', 'Sept 8', 'Sept. 8', '8 Sept', '8 Sept.']",0.6,"The 2022 NFL Football Season begins on Thursday, Sept. 8, according to Doc 2 and Doc 3. However, there is a discrepancy between the documents as Doc 1 states the 2023 season starts on September 7. Therefore, there are factual errors in the provided documents, and the correct answer is Thursday, Sept. 8 for the 2022 NFL season.",1,0,0
130,When did Meta Connect take place?,"['October 11', 'Oct 11', 'Oct. 11', '11 October', '11 Oct', '11 Oct.']",0.6,"Meta Connect took place on October 11, as mentioned in Doc 1 and Doc 2.",1,0,0
131,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,['405 million euros'],0.6,"The fine that Meta is facing for failing to safeguard children's information on Instagram is 405 million euros, or approximately $400 million.",1,0,0
