id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.2,"During the 94th Academy Awards on March 27, 2022, actor Will Smith walked onstage and slapped comedian Chris Rock across the face. This incident occurred in response to Rock's joke about Smith's wife, Jada Pinkett Smith, who was wearing a green gown with a shaved head due to alopecia areata. Smith's actions were live-streamed and went viral internationally, overshadowing the rest of the ceremony. Following the incident, Smith resigned from the Academy and was banned from attending events for",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.2,"The Apple M2 chip was unveiled on June 6, 2022, at Apple's WWDC keynote.",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.2,"CODA won the 2022 Academy Award for Best Picture. This information is confirmed in both Doc 1 and Doc 4, which state that CODA was the winner of the Best Picture Oscar at the 94th Academy Awards ceremony.",1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.2,"The 94th Academy Awards will be held on Sunday, March 27, 2022. This information is consistent across Documents 1, 2, and 4.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.2,"A House Between Earth and the Moon was published on March 29, 2022. This information is consistent across Documents 1, 2, and 5.",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.2,"Jon Batiste won the Album of the Year Grammy in 2022. This information is consistent across all provided documents (Doc 1, Doc 2, Doc 3, Doc 4, and Doc 5).",0,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.2,The final of the 2022 FIFA World Cup took place on 18 December 2022.,1,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.2,"Tesla delivered 310,048 vehicles in the first quarter of 2022. This information is consistent across Documents 1, 2, and 3.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.2,"Elon Musk acquired Twitter. This information is consistent across all documents provided. Musk completed his $44 billion takeover of Twitter, Inc. on October 27, 2022, as stated in Documents 2, 4, and 5. Document 3 also mentions Musk's acquisition and his plans for the platform.",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.2,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.2,"Scottie Scheffler won the 2022 Masters Tournament. He achieved this by finishing the tournament with a 10-under par 278, securing his first major championship title.",1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.2,"Ashleigh Barty won the women's singles Australian Open in 2022. This information is confirmed in both Doc 1 and Doc 2, which state that Ashleigh Barty defeated Danielle Collins in the final with a score of 6-3 7-6(2). Additionally, Doc 4 provides the year, champion, and runner-up details, further supporting the answer.",1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.2,"Aryna Sabalenka won the women's singles Australian Open 2023. This information is consistent across all provided documents, specifically mentioned in Doc 3 and Doc 4.",1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.2,"Rafael Nadal won the men's singles Australian Open 2022. He defeated Daniil Medvedev in the final with the scores 2-6, 6-7(5-7), 6-4, 6-4, 7-5. This victory marked Nadal's second Australian Open title and his 21st major singles title overall.",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.2,"Novak Djokovic won the men's singles Australian Open 2023. This information is consistent across all provided documents (Doc 1, Doc 2, Doc 4, and Doc 5).",1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.2,"Iga Swiatek won the women's singles French Open 2022. This information is consistent across Documents 2, 3, and 5.",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.2,"Iga Swiatek won the women's singles French Open 2023. This information is consistent across Documents 1, 3, 4, and 5. There are no factual errors in the provided documents.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.2,The runner-up in the women's singles at the 2023 French Open is Karolina Muchova. This information is confirmed by Doc 2 and Doc 3.,1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.2,"Rafael Nadal won the men's singles French Open 2022. He defeated eighth seed Casper Ruud in straight sets, extending his record to 14 French Open titles and 22 majors in total.",1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.2,"Novak Djokovic won the men's singles French Open 2023. This is confirmed by multiple documents (Doc 1, Doc 2, Doc 3, and Doc 4), which all state that Novak Djokovic defeated Casper Ruud in the final to secure the title. There are no factual errors in the provided documents regarding the winner of the men's singles French Open 2023.",1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.2,"The women's singles winner of the 2022 Wimbledon Championships was Elena Rybakina. She defeated Ons Jabeur in the final with the scores 3–6, 6–2, 6–2. This victory marked her first major singles title and she became the first Kazakhstani to win a major title. Additionally, she was the first player to win from a set down in the final since Amélie Mauresmo in 2006.",1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.2,"The women's singles Wimbledon 2023 champion was Czech Republic's Marketa Vondrousova. She defeated Ons Jabeur from Tunisia in the final with a score of 6-4, 6-4. This victory made Vondrousova the first unseeded woman to win the title in the Open era.",1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.2,"Novak Djokovic won the men's singles Wimbledon 2022. He defeated Nick Kyrgios in the final, securing his 21st Grand Slam title and his seventh title at Wimbledon. This victory also marked his fourth consecutive Wimbledon title.",1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.2,Carlos Alcaraz won the men's singles Wimbledon 2023. He achieved this victory by defeating Novak Djokovic in a five-set match. This win made Alcaraz the 22nd different men's singles champion at Wimbledon since the beginning of the Open era in 1968.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.2,"Swiatek has won a total of 8 titles in the 2022 season. This information is mentioned in the document under Doc 5, where it states, ""With victory Swiatek extends her ranking points tally to 10,835 and surpasses 10,000 points accumulated over the season. She is the first woman to achieve that feat since Serena Williams in 2013. “I think this is going to be the season that I’m going to be thinking of for the rest of my life,” she said after winning the tournament.",1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.2,"The women's singles U.S. Open 2022 was won by Iga Swiatek of Poland. She defeated Ons Jabeur of Tunisia in straight sets, marking her first U.S. Open title and her third Grand Slam title overall. This victory also made Swiatek the youngest player to win three majors since Maria Sharapova in 2008.",1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.2,"Carlos Alcaraz of Spain won the men's singles U.S. Open 2022. He defeated Norway's Casper Ruud in four sets. This victory made Alcaraz the youngest major champion since Rafael Nadal at the 2005 French Open, the youngest US Open champion since Pete Sampras in 1990, and the first man born in the 2000s to win a major singles title. Additionally, he became the youngest man to be ranked world No. 1 in tennis history.",1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.2,"The new head coach of the Virginia Tech football team in 2022 is Brent Pry. This information is confirmed in Document [Doc 4], which states, ""On November 30, the school named Penn State defensive coordinator Brent Pry the team's new head coach.""",1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.2,"Consensus 2022 is taking place in Austin, Texas, as mentioned in the documents. Specifically, the event occurred from June 9-12, 2022. This information is confirmed in Doc 1, Doc 3, and Doc 4.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.2,"The 148th Kentucky Derby took place on Saturday, May 7, 2022. This information is consistent across all the provided documents (Doc 1, Doc 2, Doc 3, Doc 4, and Doc 5).",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.2,"Tesla's revenue in Q1 2022 was $18.76 billion. This information is confirmed by Doc 1 and Doc 3, which both state the revenue figure for that quarter.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.2,"Splatoon 3 will be released on September 9, 2022. This information is confirmed in Doc 2, which mentions the release date, and in Doc 5, which discusses the pre-order and demo availability leading up to the official release.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.2,"The Najafi Companies acquired STX Entertainment. This information is confirmed by multiple documents, specifically Doc 2, Doc 4, and Doc 5. The acquisition was for $173 million, and it included the repayment of $148 million in debt. The deal solidified STX Entertainment's independence from Eros International, which had merged with STX in 2020. The Najafi Companies is a private investment firm with holdings in various sectors including consumer brands, media, ecommerce, tech, and sports. The ac",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.2,"Orrin G. Hatch passed away on April 23, 2022.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.2,"The new CEO of CNN was Chris Licht. This information is confirmed in Documents [Doc 2], [Doc 4], and [Doc 5].",1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.2,"Emmanuel Macron won the French Presidential Election 2022. This information is consistent across all the documents provided, specifically mentioned in Doc 1, Doc 4, and summarized in Doc 5.",1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.2,The main camera on the iPhone 14 Pro has a 48-megapixel sensor.,1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.2,"The cost to rent a tool kit for Apple device repairs is $49. This information is consistent across Documents 3, 4, and 5.",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.2,The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City.,1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.2,"Manchester City won the Champions League in the 2022-2023 season. They defeated Inter Milan 1-0 in the final, with Rodri scoring the lone goal. This victory also allowed Manchester City to qualify for the 2023 UEFA Super Cup and both the 2023 and 2025 FIFA Club World Cups.",1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.2,"The teams playing in the 2021-22 NBA Finals are the Golden State Warriors and the Boston Celtics. This information is confirmed in Doc 3, which states, ""Game 1: Celtics at Warriors, Thursday, June 2, 9 p.m. ET (ABC)"" and mentions all NBA Finals games between the Warriors and Celtics will be televised on ABC.",1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.2,"The prize money for the Squid Game-inspired reality competition, ""Squid Game: The Challenge,"" is $4.56 million. This is mentioned in both Doc 1 and Doc 5.",1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.2,"Overwatch 2 was released on October 4, 2022.",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.2,"Jonas Vingegaard (Team Jumbo-Visma) won the 2022 Tour de France. This information is consistent across all provided documents, specifically mentioned in Doc 1, Doc 2, and Doc 5. The documents also provide additional details about the race, such as the route, other competitors, and the overall time difference between the winner and the second place.",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.2,"Apple's revenue in Q3 2022 was $83.0 billion. This information is consistent across Documents 1, 2, and 3.",1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.2,"Alex de Minaur won the 2022 Atlanta Open. This information is consistent across Documents 1, 3, 4, and 5, which all mention that Alex de Minaur defeated Jenson Brooksby in the final to secure the title. There are no factual errors in the provided documents.",1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.2,The revenue of AWS in Q2 2022 was $19.7 billion. This information is found in both Doc 1 and Doc 4.,1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.2,"Xenoblade Chronicles 3 was released on July 29, 2023.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.2,"The horse in the movie ""Nope"" is named Ghost.",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.2,"Neal Lemlein passed away on July 22, 2022. This information is consistent across all the provided documents (Doc 1, Doc 3, Doc 4, and Doc 5).",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.2,"The lead actor in the film Carter is Joo Won, who plays the character Carter Lee/Michael Bane. This information is confirmed in Doc 1 and Doc 4.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.2,"BlenderBot 3 was released on August 5, 2022. This information is consistent across Documents 1, 2, 4, and 5.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.2,"Meta, which is Facebook's parent company, invented BlenderBot 3. This information is consistent across all provided documents, specifically mentioned in Doc 2 and Doc 5.",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.2,"ChatGPT was released on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.2,"GPT-4 was released on March 14, 2023. This information is provided in Documents [Doc 2], [Doc 4], and [Doc 5].",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.2,"Amazon agreed to pay approximately $1.7 billion to acquire iRobot, as stated in Documents [Doc 3] and [Doc 5]. The acquisition price was $61 per share, including iRobot's net debt.",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.2,"The Major League Baseball Field of Dreams Game 2022 is located in Dyersville, Iowa.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.2,"Microsoft released Windows 11 22H2 on September 20, 2022. This information is consistent across all provided documents (Doc 1, Doc 2, Doc 4, and Doc 5).",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.2,"AMD unveiled the Ryzen 7000 processors on August 29, 2022, as indicated in Documents [Doc 1] and [Doc 4].",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.2,"Konnor McClain won the U.S. all-around title at the U.S. Gymnastics Nationals 2022. She achieved a two-day total score of 112.750, just ahead of Shilese Jones, who finished with a score of 111.900.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.2,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000. This information is confirmed in multiple documents, specifically in Doc 1, Doc 2, and Doc 5.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.2,"The premiere date of House of the Dragon is August 21, 2022. This information is consistent across all provided documents (Doc 1, Doc 4, and Doc 5).",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.2,"The release date for Sony's PlayStation VR2 headset is February 22, 2023. This information is confirmed in both Doc 1 and Doc 4.",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.2,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports. This technology-focused venture aims to develop progressive approaches to sports, media, and entertainment, with plans to stage one-day stadium-based events. The involvement of Mike McCarley, a veteran sports media executive, and former NBC Sports chairman Dick Ebersol, who is an investor in the company, adds strength to these claims.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.2,ColdQuanta recently acquired Super.tech.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.2,"The Heisman Trophy winner in 2022 is Caleb Williams, the quarterback from USC (Southern California). This information is consistent across Documents 1, 3, and 4.",1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.2,"The Amazing Race Season 34 premiered on September 21, 2022, at 9 p.m. Eastern Time (ET) on CBS.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.2,"The chairman of Toulouse is Damien Comolli, and they are currently under the ownership of RedBird Capital Partners, a US investment firm.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.2,The TGL (Tech-Infused Golf League) season is set to start in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.2,"The director of the BioShock movie is Francis Lawrence. This information is confirmed in Documents [Doc 1] and [Doc 2], which mention that Netflix announced Francis Lawrence would be directing the BioShock film adaptation. Additionally, Document [Doc 3] provides further details about Lawrence's involvement and his high praise for the original game, reinforcing his role as the director.",1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.2,"The premiere date of New Amsterdam Season 5 is September 20, 2022. This information is consistent across Documents 1, 2, 3, and 5.",1,0,0
111,Who won the World Cup Final in 2022?,['Argentina'],0.2,Argentina won the World Cup Final in 2022. They defeated France 3-3 in regular time and won the match 4-2 on penalties. Lionel Messi was named the man of the match and won the Golden Ball as FIFA's best player of the tournament.,1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.2,"John Fuller is the chief meteorologist for KPLR-TV. This information is consistent across Documents 3, 4, and 5.",1,0,0
