id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.2,"The 94th Academy Awards will be held on Sunday, March 27, 2022.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.2,"A House Between Earth and the Moon was published on March 29, 2022.",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.2,"Jon Batiste's ""WE ARE"" won the Album of the Year GRAMMYs in 2022.",1,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.2,The final of the 2022 FIFA World Cup was played on 18 December 2022.,1,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.2,"According to the documents, Tesla delivered 310,048 vehicles in the first quarter of 2022.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.2,"Elon Musk acquired Twitter. This is evident from multiple documents, including Doc 2, Doc 3, Doc 4, and Doc 5, which state that Elon Musk completed the $44 billion acquisition of Twitter on October 27, 2022.",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.2,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.2,Scottie Scheffler won the 2022 Masters Tournament.,1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.2,"Ashleigh Barty won the women's singles Australian Open 2022. She defeated Danielle Collins in the final with a score of 6-3, 7-6(2).",1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.2,Aryna Sabalenka won the women's singles Australian Open 2023.,1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.2,"Rafael Nadal won the men's singles Australian Open 2022. The documents clearly state that Nadal defeated Daniil Medvedev in the final with a score of 2-6, 6-7(5), 6-4, 6-4, 7-5 to win his second Australian Open title and his 21st major singles title overall.",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.2,Novak Djokovic won the men's singles Australian Open 2023.,1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.2,"According to the documents, Iga Swiatek won the women's singles French Open 2022. This information is supported by multiple documents including Doc 1, Doc 2, and Doc 5, which all mention Iga Swiatek's victory over Coco Gauff in the 2022 French Open women's final.",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.2,"Iga Swiatek won the women's singles French Open 2023. She defeated Karolina Muchova in the final with a score of 6-2, 5-7, 6-4.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.2,The runner-up in the women's singles at the 2023 French Open is Karolina Muchova.,1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.2,"According to the documents, Rafael Nadal won the men's singles French Open in 2022. This is supported by multiple documents, such as Doc 1 and Doc 4, which state that Rafael Nadal won his 22nd Grand Slam title and 14th French Open title in 2022.",1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.2,Novak Djokovic won the men's singles French Open 2023.,1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.2,The women's singles Wimbledon champion in 2022 was Elena Rybakina.,1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.2,The women's singles Wimbledon 2023 champion is Marketa Vondrousova.,1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.2,Novak Djokovic won the men's singles Wimbledon 2022 championship.,1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.2,Carlos Alcaraz won the men's singles Wimbledon 2023.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.2,"According to the documents, Iga Świątek won eight titles in the 2022 season. This information is supported by multiple sources, including Doc 4 and Doc 5.",1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.2,The women's singles U.S. Open 2022 was won by Iga Swiatek of Poland.,1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.2,Carlos Alcaraz won the men's singles U.S. Open 2022.,1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.2,"The new head coach of the Virginia Tech football team in 2022 is Brent Pry. This information is directly stated in multiple documents, including Doc 4 and Doc 5.",1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.2,"Consensus 2022 is taking place in Austin, Texas.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.2,"The 148th Kentucky Derby took place on Saturday, May 7, 2022.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.2,"According to the documents, Tesla's revenue in Q1 2022 was $18.76 billion.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.2,"Splatoon 3 was released on September 9, 2022.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.2,"STX Entertainment was acquired by The Najafi Companies, a private-equity firm.",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.2,"Orrin G. Hatch passed away on April 23, 2022.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.2,"The new CEO of CNN was Chris Licht, who was named CNN's new chief executive on February 28.",1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.2,"Emmanuel Macron won the French Presidential Election 2022. He beat Marine Le Pen in the presidential runoff and will serve another term as president of France, winning 58.6% of the votes according to the documents.",1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.2,The main camera on the iPhone 14 Pro has a 48-megapixel sensor.,1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.2,The cost to rent a tool kit for Apple device repairs is $49.,1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.2,"The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City, specifically in the American Wing period rooms that showcase American architecture and furnishings spanning from the 17th to 20th centuries.",1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.2,Manchester City won the Champions League in the 2022-2023 season.,1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.2,The 2021-22 NBA Finals were played between the Golden State Warriors and the Boston Celtics.,1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.2,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.2,"Overwatch 2 was released on October 4, 2022.",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.2,"According to the documents, Jonas Vingegaard won the 2022 Tour de France.",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.2,Apple's revenue in Q3 2022 was $83.0 billion.,1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.2,Alex de Minaur won the 2022 Atlanta Open.,1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.2,The revenue of AWS in Q2 2022 was $19.7 billion.,1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.2,"Xenoblade Chronicles 3 was released on July 29, 2022. This release date was announced and confirmed across multiple documents provided.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.2,"The name of the horse in the movie ""Nope"" is Ghost.",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.2,"Neal Lemlein passed away on July 22, 2022, in Aurora, Colorado.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.2,"The lead actor in the film Carter is Joo Won, who plays the character of Carter Lee, later revealed as also going by the name Michael Bane.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.2,"BlenderBot 3 was released on August 5, 2022.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.2,"Meta invented BlenderBot 3. This can be inferred from multiple documents, including Doc 1, Doc 2, and Doc 5, which all mention that BlenderBot 3 was created by Meta's AI research labs.",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.2,"ChatGPT was released for public use on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.2,"GPT-4 was released on March 14, 2023.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.2,Amazon agreed to pay approximately $1.7 billion to acquire iRobot. This amount includes iRobot's net debt and was settled at $61 per share in an all-cash transaction.,1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.2,"The location of the Major League Baseball Field of Dreams Game 2022 is in Dyersville, Iowa. Specifically, it will be held at the Field of Dreams ballpark in Dyersville, Iowa.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.2,"Microsoft released Windows 11 22H2 on September 20, 2022.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.2,AMD unveiled the Ryzen 7000 processors during a YouTube livestream on August 29th at 7PM ET (23:00 UTC).,1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.2,"According to the documents, Konnor McClain won the U.S. all-around title at the 2022 U.S. Gymnastics Championships. This information is consistent across multiple documents, including Doc 1, Doc 2, Doc 3, and Doc 4.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.2,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000. This information is directly stated in multiple documents, including Doc 1, Doc 3, and Doc 5.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.2,"The premiere date of House of the Dragon is August 21, 2022.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.2,"The release date for Sony's PlayStation VR2 headset is February 22, 2023.",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.2,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports, which is focused on technology and developing ""progressive approaches to sports, media, and entertainment"" according to the documents.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.2,ColdQuanta recently acquired Super.tech.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.2,The Heisman Trophy winner in 2022 is Caleb Williams from the USC Trojans.,1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.2,"The Amazing Race Season 34 premiered on September 21, 2022, at 10 p.m. Eastern on CBS.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.2,"The chairman of Toulouse Football Club is Damien Comolli. They are currently under the ownership of RedBird Capital Partners, an American investment fund, which acquired an 85% majority stake in the club.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.2,The TGL (Tech-Infused Golf League) season is scheduled to start in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.2,The director of the BioShock movie is Francis Lawrence.,1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.2,"The premiere date of New Amsterdam Season 5 is September 20, 2022.",1,0,0
111,Who won the World Cup Final in 2022?,['Argentina'],0.2,"According to the documents, Argentina won the World Cup Final in 2022. The documents describe how Argentina defeated France in a penalty shootout after the match ended 3-3, securing their third World Cup title and first since 1986.",1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.2,The chief meteorologist for KPLR-TV is John Fuller.,1,0,0
113,Who is the new head of development at Riff Raff Entertainment?,['Katie Sinclair'],0.2,The new head of development at Riff Raff Entertainment is Katie Sinclair.,1,0,0
114,How much money did Texas Tech pay Marlene Stollings in the settlement?,"['740,000', '740K']",0.2,"According to the documents, Texas Tech paid Marlene Stollings $740,000 in the settlement. This amount includes $300,000 for alleged compensatory damages, $300,000 for attorneys' fees and expenses, and an additional $140,666.00 for back wages.",1,0,0
115,Who acquired a stake in FromSoftware?,"['Sony', 'Tencent']",0.2,"Sony and Tencent acquired a stake in FromSoftware. Specifically, Sony Interactive Entertainment holds 14.09 percent of FromSoftware’s shares, while Sixjoy Hong Kong Limited (a subsidiary of Tencent) owns 16.25 percent, bringing the collective stake to 30.34 percent.",1,0,0
116,Who is the new Coach for The Voice Season 22?,['Camila Cabello'],0.2,The new Coach for The Voice Season 22 is Camila Cabello.,1,0,0
117,What was the unemployment rate in August 2022 in U.S.?,"['3.7%', '3.7 percent']",0.2,"The unemployment rate in the U.S. in August 2022 was 3.7%, according to the documents provided. This figure is presented both as not seasonally adjusted (3.8%) and seasonally adjusted (3.7%).",1,0,0
118,Who did Serena Williams lose to in her last match at the U.S. Open?,['Ajla Tomljanovic'],0.2,"Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open. This information can be found in multiple documents, including Doc 1, Doc 3, and Doc 4.",1,0,0
119,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"['Eight', '8']",0.2,"According to the documents, eight people were injured in the shuttle van accident on the Palisades Interstate Parkway.",1,0,0
120,Who is the head coach of Virginia Tech football?,['Brent Pry'],0.2,The head coach of Virginia Tech football is Brent Pry.,1,0,0
121,How did Tanya Pardazi die?,"['sky diving accident', 'skydiving accident']",0.2,"Tanya Pardazi died in a skydiving accident. Specifically, it was her first solo dive after completing a skydiving course with Skydive Toronto. The accident occurred on August 27, 2022. According to Skydive Toronto, the skydiver released a quickly rotating main parachute at a low altitude without the time/altitude required for the reserve parachute to inflate. This led to her fatal injuries.",1,0,0
122,Who was named interim coach for Nebraska's 2022 season?,['Mickey Joseph'],0.2,Mickey Joseph was named interim coach for Nebraska's 2022 season after Scott Frost's firing.,1,0,0
123,What is the release date of Jackie Evancho's album Carousel of Time?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.2,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022.",1,0,0
124,Which companies are part of MATANA?,"['Microsoft', 'Apple', 'Tesla', 'Alphabet', 'Nvidia', 'Amazon']",0.2,"The companies part of MATANA are Microsoft Corporation (NASDAQ: MSFT), Apple Inc (NASDAQ: AAPL), Tesla Inc (NASDAQ: TSLA), Alphabet Inc (NASDAQ: GOOGL), Nvidia Corp (NASDAQ: NVDA), and Amazon.com Inc (NASDAQ: AMZN).",1,0,0
125,Which animated series won the Emmy Award for Best Animated Program?,['Arcane'],0.2,"The animated series Arcane won the Emmy Award for Best Animated Program. This series, based on Riot Games' League of Legends, became the first streaming series to win in that category.",1,0,0
126,How many teams will be included in the expanded College Football Playoff?,['12'],0.2,The expanded College Football Playoff will include 12 teams.,1,0,0
127,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,['Ecuador'],0.2,"According to the documents, the host nation Qatar played against Ecuador in the opening match of the 2022 World Cup.",1,0,0
128,Where did Leonard Francis escape from?,['San Diego'],0.2,Leonard Francis escaped from his home in the Torrey Highlands community of San Diego where he was under house arrest.,1,0,0
129,When does the 2022 NFL Football Season begin?,"['September 8', 'Sep 8', 'Sep. 8', '8 September', '8 Sep', '8 Sep.', 'Sept 8', 'Sept. 8', '8 Sept', '8 Sept.']",0.2,"The 2022 NFL season begins on September 8, 2022.",1,0,0
130,When did Meta Connect take place?,"['October 11', 'Oct 11', 'Oct. 11', '11 October', '11 Oct', '11 Oct.']",0.2,Meta Connect took place on October 11.,1,0,0
131,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,['405 million euros'],0.2,"Meta is facing a fine of 405 million euros, or just over $400 million, for failing to safeguard children's information on Instagram.",1,0,0
132,When was Gotham Knights released?,"['October 21', 'Oct 21', 'Oct. 21', '21 October', '21 Oct', '21 Oct.']",0.2,"Gotham Knights was released on October 21, 2022.",1,0,0
133,How did Bernard Shaw die?,['pneumonia'],0.2,Bernard Shaw died from pneumonia that was unrelated to COVID-19.,1,0,0
134,When did Queen Elizabeth II die?,"['September 8', 'Sep 8', 'Sep. 8', '8 September', '8 Sep', '8 Sep.', 'Sept 8', 'Sept. 8', '8 Sept', '8 Sept.']",0.2,"Queen Elizabeth II died on September 8, 2022, at 15:10 BST (3:10 PM UK time) at Balmoral Castle in Ballater, Scotland.",1,0,0
135,Where did Queen Elizabeth II die?,['Balmoral'],0.2,"Queen Elizabeth II died at Balmoral Castle, her estate in the Scottish Highlands.",1,0,0
136,who did Alcaraz beat in U.S. Open 2022 Men's Semifinals?,['Frances Tiafoe'],0.2,"According to the documents, Carlos Alcaraz beat Frances Tiafoe in the U.S. Open 2022 Men's Semifinals.",1,0,0
137,when did king charles iii get crowned?,"['May 6 2023', 'May 6, 2023', 'May. 6, 2023', 'May 6, 2023', '6 May 2023', '6 May, 2023', '6 May., 2023', '6 May, 2023']",0.2,"King Charles III was crowned on May 6, 2023.",1,0,0
138,"What is Trace Adkins' role in ""Monarch""?",['Albie Roman'],0.2,"Trace Adkins' role in ""Monarch"" is Albie Roman, described as the ""Texas Truthteller, reigning King of Country Music.""",1,0,0
