id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
21,Who won the 2022 Nobel Prize for chemistry?,"['Carolyn R. Bertozzi', 'Morten Meldal', 'K. Barry Sharpless']",0.0,"The 2022 Nobel Prize in Chemistry was awarded to Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless for their development of click chemistry and bioorthogonal chemistry.",1,0,0
22,Who won the Super Bowl 2022?,['Los Angeles Rams'],0.0,The Los Angeles Rams won the Super Bowl 2022 (Super Bowl LVI) by defeating the Cincinnati Bengals with a score of 23-20.,1,0,0
23,Who won women's 500m speed skating at the 2022 Winter Olympics?,['Erin Jackson'],0.0,Erin Jackson won the women's 500m speed skating event at the 2022 Winter Olympics. She is the first-ever U.S. athlete to win gold in this event since 1994 and also becomes the first black female speedskater to win an Olympic gold medal.,1,0,0
24,When was Lost Ark game release on Steam?,"['February 11', 'Feb 11', 'Feb. 11', 'February 11', '11 February', '11 Feb', '11 Feb.', '11 February']",0.0,"Lost Ark was released on Steam on February 11, 2022. Founders Pack owners were able to play starting from February 8, 2022.",1,0,0
25,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"['silver', 'Silver', 'bronze', 'Bronze']",0.0,"According to the documents, Jessie Diggins won a silver medal in the 30km mass start cross-country race and a bronze medal in the individual sprint at the Beijing 2022 Olympic Games.",1,0,0
26,What is the genre of The Endgame (TV show)?,['crime'],0.0,The genre of The Endgame (TV show) is Crime drama · Thriller.,1,0,0
27,When did Russia invade Ukraine?,"['February 24', 'Feb 24', 'Feb. 24', '24 February', '24 Feb', '24 Feb.']",0.0,"Russia invaded Ukraine on February 24, 2022. This date is mentioned in multiple documents provided, including Doc 1, Doc 2, Doc 3, Doc 4, and Doc 5.",1,0,0
28,When was Elden Ring being released?,"['February 25', 'Feb 25', 'Feb. 25', '25 February', '25 Feb', '25 Feb.']",0.0,"Elden Ring was released on February 25, 2022.",1,0,0
29,Who did Iga Swiatek defeat to win the Qatar Open 2022?,['Anett Kontaveit'],0.0,"According to the documents, Iga Swiatek defeated Anett Kontaveit to win the Qatar Open 2022. This is supported by multiple documents including Doc 1, Doc 3, and Doc 4.",1,0,0
30,Which country won the most medals at the 2022 Winter Olympics?,['Norway'],0.0,"According to the documents, Norway won the most medals at the 2022 Winter Olympics, with a total of 37 medals.",1,0,0
31,Who won the Male Vocalist of the Year at the 2022 CMA ?,['Chris Stapleton'],0.0,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1,0,0
32,Who won the ACC Tournament in 2022?,['Virginia Tech'],0.0,"According to the documents, Virginia Tech won the ACC Tournament in 2022.",1,0,0
33,What chip does the iPhone 14 have?,['A15'],0.0,The iPhone 14 has the A15 Bionic chip.,1,0,0
34,When is Google I/O 2022 scheduled to take place?,"['May 11', '12']",0.0,Google I/O 2022 is scheduled to take place on May 11 and May 12.,1,0,0
35,who will direct Irredeemable film?,['Jeymes Samuel'],0.0,"According to the documents, Jeymes Samuel will direct the Irredeemable film.",1,0,0
36,What is the name of China's rover on Mars?,['Zhurong'],0.0,The name of China's rover on Mars is Zhurong.,1,0,0
37,Who is being honored with the 2022 Warrior Award?,['Shad Gaspard'],0.0,Shad Gaspard is being honored with the 2022 Warrior Award.,1,0,0
38,What is the weight of the Surface Laptop SE?,"['2.45', '1,112.4']",0.0,"The weight of the Surface Laptop SE is 2.45 pounds (1,112.4 g).",1,0,0
39,Who stars in The Lost City?,"['Sandra Bullock', 'Channing Tatum']",0.0,"The stars of The Lost City include Sandra Bullock, Channing Tatum, and Daniel Radcliffe, along with other actors such as Da'Vine Joy Randolph, Brad Pitt, and Oscar Nunez.",1,0,0
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.0,"During the 94th Academy Awards on March 27, 2022, Will Smith walked onstage and slapped comedian Chris Rock across the face during Rock's presentation. This incident occurred when Rock made a joke about Smith's wife, Jada Pinkett Smith, who was sitting in the audience with a shaved head. After the slap, Smith won the Oscar for Best Actor for his role in ""King Richard."" The Academy of Motion Picture Arts and Sciences responded to the incident by barring Smith from attending any Academy events, including the Oscars, for 10 years.",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.0,"Apple unveiled the M2 chip on June 6, 2022, at WWDC.",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.0,"The film that won the 2022 Academy Award for Best Picture is ""CODA"".",1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.0,"The 94th Academy Awards will be held on Sunday, March 27, 2022.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.0,"According to the documents, ""A House Between Earth and the Moon"" was published on March 29, 2022.",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.0,"The album ""We Are"" won the Album of the Year Grammy in 2022 for Jon Batiste.",1,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.0,"The final of the 2022 FIFA World Cup is set for December 18, 2022. Specifically, it will be held at the Lusail Iconic Stadium in Lusail.",1,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.0,"According to the documents, Tesla delivered 310,048 vehicles in the first quarter of 2022.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.0,Elon Musk acquired Twitter. This is evident from multiple documents where it is stated that Musk completed the $44 billion takeover of Twitter.,1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.0,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.0,Scottie Scheffler won the 2022 Masters Tournament.,1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.0,Ashleigh Barty won the women's singles Australian Open 2022.,1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.0,Aryna Sabalenka won the women's singles Australian Open 2023.,1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.0,Rafael Nadal won the men's singles Australian Open 2022.,1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.0,Novak Djokovic won the men's singles Australian Open 2023.,1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.0,"According to the documents, Iga Swiatek won the women's singles French Open 2022. This is evident from multiple sources including Doc 3, Doc 4, and Doc 5, which all state that Iga Swiatek defeated Coco Gauff in the final to win the 2022 French Open women's singles title.",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.0,"Iga Swiatek won the women's singles French Open 2023. She defeated Karolina Muchova in the final with a score of 6-2, 5-7, 6-4.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.0,The runner-up in the women's singles at the 2023 French Open is Karolina Muchova.,1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.0,"Rafael Nadal won the men's singles French Open 2022. He defeated Casper Ruud in the final, securing his 14th French Open title and his 22nd major title overall.",1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.0,Novak Djokovic won the men's singles French Open 2023.,1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.0,The women's singles Wimbledon 2022 was won by Elena Rybakina.,1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.0,The women's singles winner at the 2023 Wimbledon Championships was Markéta Vondroušová from the Czech Republic.,1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.0,"According to the documents, Novak Djokovic won the men's singles Wimbledon in 2022.",1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.0,Carlos Alcaraz won the men's singles Wimbledon 2023.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.0,"According to the documents, Iga Świątek won eight titles in the 2022 season. This information is consistent across multiple documents, including Doc 1, Doc 2, and Doc 3.",1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.0,The women's singles U.S. Open 2022 was won by Iga Swiatek.,1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.0,Carlos Alcaraz won the men's singles U.S. Open 2022.,1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.0,The new head coach of the Virginia Tech football team in 2022 is Brent Pry.,1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.0,"Consensus 2022 is taking place in Austin, Texas, US.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.0,"The 148th Kentucky Derby took place on Saturday, May 7, 2022, at Churchill Downs in Louisville, Kentucky.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.0,"According to the documents, Tesla's revenue in Q1 2022 was $18.76 billion.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.0,"Splatoon 3 was released on September 9, 2022.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.0,"The Najafi Companies acquired STX Entertainment. This information can be found in multiple documents, including Doc 1, Doc 2, Doc 3, Doc 4, and Doc 5.",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.0,"Orrin G. Hatch passed away on April 23, 2022.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.0,The new CEO of CNN is Chris Licht.,1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.0,"Emmanuel Macron won the French Presidential Election 2022. He secured 58.5% of the vote in the second-round runoff against Marine Le Pen, who received 41.5% of the vote.",1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.0,The main camera on the iPhone 14 Pro has a 48-megapixel sensor.,1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.0,"The cost to rent a tool kit for Apple device repairs is $49. This fee is for a weeklong rental kit, after which you must return the kit or face additional fees.",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.0,"The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City. Specifically, it will be held in the American Wing period rooms that showcase American architecture and furnishings spanning from the 17th to 20th centuries.",1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.0,Manchester City won the Champions League in the 2022-2023 season.,1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.0,The 2021-22 NBA Finals were played between the Golden State Warriors and the Boston Celtics.,1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.0,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.0,"Overwatch 2 was released on October 4, 2022.",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.0,"Jonas Vingegaard won the 2022 Tour de France. According to the documents, Vingegaard defeated Tadej Pogačar by 2 minutes and 43 seconds, and Geraint Thomas finished third, 8 minutes and 13 seconds behind Vingegaard.",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.0,Apple's revenue in Q3 2022 was $83.0 billion.,1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.0,Alex de Minaur won the 2022 Atlanta Open.,1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.0,The revenue of AWS in Q2 2022 was $19.7 billion.,1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.0,"Xenoblade Chronicles 3 was released on July 29, 2022.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.0,"The name of the horse in the movie ""Nope"" is Ghost.",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.0,"Neal Lemlein passed away on July 22, 2022, in Aurora, Colorado.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.0,"The lead actor in the film Carter is Joo Won, who plays the character Carter Lee, later revealed as also going by the name Michael Bane.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.0,"BlenderBot 3 was released on August 5, 2022. This information is consistent across multiple documents provided.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.0,"Meta invented BlenderBot 3. This can be inferred from multiple documents, including Doc 1, Doc 2, Doc 3, Doc 4, and Doc 5, which all mention that BlenderBot 3 is a product of Meta's AI research labs.",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.0,"ChatGPT was released for public use on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.0,"GPT-4 was released on March 14, 2023.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.0,"Amazon agreed to pay approximately $1.7 billion to acquire iRobot. This amount is based on $61 per share, with the acquisition being an all-cash deal.",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.0,"The location of the Major League Baseball Field of Dreams Game 2022 is in Dyersville, Iowa. Specifically, it is played on a field that was built in the middle of a cornfield, in the same location where the classic 1989 film “Field of Dreams” was shot.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.0,"Microsoft released Windows 11 22H2 on September 20, 2022.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.0,"AMD unveiled the Ryzen 7000 processors on August 29, 2022, during a YouTube livestream event.",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.0,"Konnor McClain won the U.S. all-around title at the 2022 U.S. Gymnastics Championships. The documents consistently state that Konnor McClain won the senior women's all-around title with a score of 112.750, which was just ahead of Shilese Jones's score of 111.900.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.0,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000. This price increase was announced by Elon Musk and reflects a 25% hike from the previous price, which was $12,000 according to Doc 5, or a 200% increase from the initial price of $5,000 in April 2019, as stated in Doc 2.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.0,"The premiere date of House of the Dragon is August 21, 2022.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.0,The release date for Sony's PlayStation VR2 headset is 22 February 2023.,1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.0,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports. It is described as a company focused on building pioneering ventures that feature progressive approaches to sports, media, and technology. The venture includes plans for a ""tech-infused"" golf league (TGL) that will air live competitions on Monday nights starting in January 2024, in partnership with the PGA Tour. Additionally, TMRW Sports plans to stage a series of one-day, stadium events during golf’s offseason, January-March, which will be technology-focused and held before live audiences.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.0,ColdQuanta recently acquired Super.tech.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.0,"The Heisman Trophy winner in 2022 is Caleb Williams, who is the quarterback for USC.",1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.0,"The Amazing Race Season 34 premiered on Wednesday, September 21, 2022.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.0,"The chairman of Toulouse Football Club is Damien Comolli, and they are currently under the ownership of RedBird Capital Partners.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.0,The TGL season will start in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.0,The director of the BioShock movie is Francis Lawrence.,1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.0,"The premiere date of New Amsterdam Season 5 is September 20, 2022.",1,0,0
111,Who won the World Cup Final in 2022?,['Argentina'],0.0,"Based on the information provided in the documents, Argentina won the 2022 World Cup final against France.",1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.0,The chief meteorologist for KPLR-TV is John Fuller.,1,0,0
113,Who is the new head of development at Riff Raff Entertainment?,['Katie Sinclair'],0.0,The new head of development at Riff Raff Entertainment is Katie Sinclair.,1,0,0
114,How much money did Texas Tech pay Marlene Stollings in the settlement?,"['740,000', '740K']",0.0,"Texas Tech paid Marlene Stollings approximately $740,000 in the settlement. More specifically, the settlement included $300,000 for alleged compensatory damages, $300,000 for attorneys' fees and expenses, and an additional $140,666.00 for back wages, totaling the $740,000.",1,0,0
115,Who acquired a stake in FromSoftware?,"['Sony', 'Tencent']",0.0,"Tencent and Sony acquired stakes in FromSoftware. Specifically, Sixjoy, a Tencent subsidiary, acquired 16.25% of the shares, while Sony acquired 14.09% of the shares. Together, they hold a combined 30.34% stake in the company.",1,0,0
116,Who is the new Coach for The Voice Season 22?,['Camila Cabello'],0.0,The new Coach for The Voice Season 22 is Camila Cabello.,1,0,0
117,What was the unemployment rate in August 2022 in U.S.?,"['3.7%', '3.7 percent']",0.0,The unemployment rate in the U.S. in August 2022 was 3.8% (not seasonally adjusted) and 3.7% (seasonally adjusted).,1,0,0
118,Who did Serena Williams lose to in her last match at the U.S. Open?,['Ajla Tomljanovic'],0.0,Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open.,1,0,0
119,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"['Eight', '8']",0.0,"According to the documents, eight people were injured in the shuttle van accident on Palisades Interstate Parkway. The injuries ranged from severe head trauma to minor physical complaints.",1,0,0
120,Who is the head coach of Virginia Tech football?,['Brent Pry'],0.0,The head coach of Virginia Tech football is Brent Pry.,1,0,0
121,How did Tanya Pardazi die?,"['sky diving accident', 'skydiving accident']",0.0,"Tanya Pardazi died in a skydiving accident. Specifically, she opened her main parachute too late at a low altitude, preventing her reserve parachute from inflating in time. This led to her succumbing to fatal injuries.",1,0,0
122,Who was named interim coach for Nebraska's 2022 season?,['Mickey Joseph'],0.0,Mickey Joseph was named the interim head coach for Nebraska's 2022 season following the firing of Scott Frost.,1,0,0
123,What is the release date of Jackie Evancho's album Carousel of Time?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.0,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022.",1,0,0
124,Which companies are part of MATANA?,"['Microsoft', 'Apple', 'Tesla', 'Alphabet', 'Nvidia', 'Amazon']",0.0,"The companies that are part of MATANA are Microsoft (MSFT), Apple (AAPL), Tesla (TSLA), Alphabet (GOOGL), Nvidia (NVDA), and Amazon (AMZN).",1,0,0
125,Which animated series won the Emmy Award for Best Animated Program?,['Arcane'],0.0,"The animated series ""Arcane"" won the Emmy Award for Best Animated Program.",1,0,0
126,How many teams will be included in the expanded College Football Playoff?,['12'],0.0,"The expanded College Football Playoff will include 12 teams, starting with the 2024 season.",1,0,0
127,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,['Ecuador'],0.0,"According to the documents, the host nation Qatar played against Ecuador in the opening match of the 2022 World Cup.",1,0,0
128,Where did Leonard Francis escape from?,['San Diego'],0.0,Leonard Francis escaped from his home in the Torrey Highlands community of San Diego.,1,0,0
129,When does the 2022 NFL Football Season begin?,"['September 8', 'Sep 8', 'Sep. 8', '8 September', '8 Sep', '8 Sep.', 'Sept 8', 'Sept. 8', '8 Sept', '8 Sept.']",0.0,"The 2022 NFL season begins on Thursday, September 8, 2022.",1,0,0
130,When did Meta Connect take place?,"['October 11', 'Oct 11', 'Oct. 11', '11 October', '11 Oct', '11 Oct.']",0.0,"Meta Connect took place on October 11, 2022.",1,0,0
131,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,['405 million euros'],0.0,"Meta is facing a fine of 405 million euros, which is just over $400 million, for failing to safeguard children's information on Instagram.",1,0,0
132,When was Gotham Knights released?,"['October 21', 'Oct 21', 'Oct. 21', '21 October', '21 Oct', '21 Oct.']",0.0,"Gotham Knights was released on October 21, 2022.",1,0,0
133,How did Bernard Shaw die?,['pneumonia'],0.0,"Bernard Shaw died from pneumonia, which was unrelated to COVID-19.",1,0,0
134,When did Queen Elizabeth II die?,"['September 8', 'Sep 8', 'Sep. 8', '8 September', '8 Sep', '8 Sep.', 'Sept 8', 'Sept. 8', '8 Sept', '8 Sept.']",0.0,"Queen Elizabeth II died on September 8, 2022, at 15:10 BST (10:10 a.m. ET) at Balmoral Castle in Aberdeenshire, Scotland.",1,0,0
135,Where did Queen Elizabeth II die?,['Balmoral'],0.0,"Queen Elizabeth II died at Balmoral Castle in Ballater, Scotland.",1,0,0
136,who did Alcaraz beat in U.S. Open 2022 Men's Semifinals?,['Frances Tiafoe'],0.0,Alcaraz beat Frances Tiafoe in the U.S. Open 2022 Men's Semifinals.,1,0,0
137,when did king charles iii get crowned?,"['May 6 2023', 'May 6, 2023', 'May. 6, 2023', 'May 6, 2023', '6 May 2023', '6 May, 2023', '6 May., 2023', '6 May, 2023']",0.0,"King Charles III was crowned on May 6, 2023, at Westminster Abbey.",1,0,0
138,"What is Trace Adkins' role in ""Monarch""?",['Albie Roman'],0.0,"Trace Adkins' role in ""Monarch"" is Albie Roman, the Reigning King of Country Music and co-leader of the First Family of Country Music alongside his wife Dottie Cantrell Roman, played by Susan Sarandon.",1,0,0
139,When does the iPhone 14 Plus release?,"['October 7', 'Oct 7', 'Oct. 7', 'October 7', '7 October', '7 Oct', '7 Oct.', '7 October']",0.0,"The iPhone 14 Plus was made available on October 7, 2022.",1,0,0
140,Who stars as Susie Wallis in Susie Searches?,['Kiersey Clemons'],0.0,Kiersey Clemons stars as Susie Wallis in Susie Searches.,1,0,0
