id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
38,What is the weight of the Surface Laptop SE?,"['2.45', '1,112.4']",0.8,"The weight of the Surface Laptop SE is 2.45 lbs, as mentioned in Doc 4.",1,0,0
39,Who stars in The Lost City?,"['Sandra Bullock', 'Channing Tatum']",0.8,"The Lost City features the following cast members:

1. Channing Tatum as Alan
2. Daniel Radcliffe as Abigail Fairfax
3. Sandra Bullock as Loretta Sage
4. Da'Vine Joy Randolph as Beth, Loretta's publisher
5. Other cast members include Angela, Dash, Oscar, Allison, Ray the Moderator, Fantasy Villain (as Slang), Nana, Rafi, Julian, Shades, Woman Singing in Village, Officer Sawyer, Officer Gomez, Limo Driver,",1,0,0
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.8,"At the Academy Awards, Will Smith slapped Chris Rock onstage during his acceptance speech for Best Actor in a Leading Role for his performance in 'King Richard'. This incident caused a stir among the audience and journalists, and Smith later apologized for his actions. Chris Rock addressed the incident in a Netflix stand-up show, expressing his feelings about the event. The Academy responded by stating that they do not condone violence of any form and that they would act swiftly, compassionately, and decisively in similar situations in the future.",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.8,"The Apple M2 chip was announced on June 6, 2022.",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.8,CODA won the 2022 Academy Award for Best Picture.,1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.8,"The 94th Academy Awards were held on March 27, 2022. The information provided in Doc 2 confirms this date.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.8,"A House Between the Earth and the Moon was first published on March 29, 2022.",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.8,"Jon Batiste won the Album of the Year Grammy in 2022 for his latest LP ""We Are"".",1,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.8,"The final of the 2022 FIFA World Cup took place on Saturday, December 3, 2022. The information provided in the documents does not mention the final date, but it is commonly known that the final of the 2022 FIFA World Cup was held on that day.",0,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.8,"Tesla delivered 310,048 vehicles in the first quarter of 2022.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.8,Elon Musk acquired Twitter.,1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.8,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.8,"Scottie Scheffler won the 2022 Masters Tournament. This information is supported by the details in Doc 1 and Doc 2, which describe Scheffler's performance throughout the tournament, his final score, and his victory over Rory McIlroy.",1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.8,Ashleigh Barty won the women's singles Australian Open 2022. This information is provided in Doc 4.,1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.8,"Aryna Sabalenka of Belarus won the women's singles Australian Open 2023. This information is confirmed in Documents [Doc 1], [Doc 2], [Doc 3], [Doc 4], and [Doc 5].",1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.8,"Rafael Nadal won the men's singles Australian Open 2022. This information is confirmed in Document 2, which states, ""Rafael Nadal defeated Daniil Medvedev in the final, 2–6, 6–7(5–7), 6–4, 6–4, 7–5 to win the men's singles tennis title at the 2022 Australian Open.""",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.8,Novak Djokovic won the men's singles Australian Open 2023.,1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.8,"Iga Swiatek won the women's singles French Open 2022. This is confirmed in Doc 1, where it states, ""Iga Swiatek beats Coco Gauff to win French Open 2022 women's singles final.""",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.8,Iga Swiatek won the women's singles French Open 2023.,1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.8,"The runner-up in the women's singles at the 2023 French Open is Karolina Muchova. This information is derived from Document [Doc 3], where it is mentioned that Muchova receives the runner-up trophy and takes a moment, tearing up a bit as the crowd tries to lift her up.",1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.8,"Novak Djokovic won the men's singles French Open in 2022, defeating Casper Ruud with a score of 7-6(1) 6-3 7-5. This victory marked his record-breaking 23rd men's Grand Slam title.",0,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.8,"Novak Djokovic won the men's singles French Open in 2023, defeating Casper Ruud with the scores 7-6, 6-3, 7-5.",1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.8,The women's singles winner of the Wimbledon Championships in 2022 was Elena Rybakina. She defeated Ons Jabeur in the final.,1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.8,"The women's singles Wimbledon 2023 champion was Marketa Vondrousova. She defeated Ons Jabeur in the final, becoming the first unseeded player to win the Wimbledon Singles Championship. This victory also marked her first teen major finalist appearance in nearly 10 years, when she advanced to the 2019 French Open Final. Prior to this, she had already shown her talent by winning the 2017 Ladies Open Biel Bienne at the age of 17, which propelled her into the top 10",1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.8,"Novak Djokovic won the men's singles Wimbledon 2022. He defeated Nick Kyrgios in the final, securing his fourth Wimbledon title in a row. The tournament was canceled in 2020 due to COVID.",1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.8,"Carlos Alcaraz won the men's singles Wimbledon 2023. He recovered from a set down to topple Novak Djokovic in a battle for the ages, making history in the tournament.",1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.8,"Swiatek has won seven titles in the 2022 season. This information is provided in the document under Doc 5, which states, ""Swiatek has won seven titles this season, including two Grand.""",0,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.8,"Iga Swiatek won the women's singles U.S. Open 2022. She defeated Ons Jabeur with a score of 6-2, 7-6 [7-5]. This victory marked her third Grand Slam trophy, making her the first woman to win seven titles in one year since Serena Williams in 2014.",1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.8,"Carlos Alcaraz of Spain won the men's singles U.S. Open 2022. He defeated Norway's Casper Ruud in four sets. This victory was significant as it took place on the 21st anniversary of the Sept. 11 attacks, adding a solemn backdrop to the triumph. Alcaraz's win also contributed to the tournament's record-breaking attendance and the highest prize money ever awarded at the U.S. Open.",1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.8,"The new head coach of the Virginia Tech football team in 2022 is Brent Pry. He inherited the program in 2022 and had previously spent eight years at Penn State, coaching and recruiting in the Big Ten. Pry is noted for his extensive ties to Blacksburg and legendary coach Frank Beamer.",1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.8,"Consensus 2022 is taking place in Austin, Texas. This information is found in Document [Doc 2].",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.8,"The 148th Kentucky Derby took place on Saturday, May 7, 2022, as mentioned in Document [Doc 3].",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.8,Tesla's revenue in Q1 2022 was $18.76 billion. This information is found in Doc 1.,1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.8,"Splatoon 3 was officially released on September 9, 2022.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.8,"The Najafi Companies, led by Jahm Najafi, acquired STX Entertainment. This transaction took place in early December 2021 for $173M, as mentioned in Doc 5.",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.8,"Orrin G. Hatch passed away on April 23, 2022. This information is found in Document [Doc 5].",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.8,"The new CEO of CNN was Chris Licht, as stated in Document [Doc 4].",1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.8,Emmanuel Macron won the French Presidential Election 2022.,1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.8,"The megapixel in the main camera on the iPhone 14 Pro is 48 megapixels. This information is found in Doc 5, which states, ""Indeed, iPhone 14 Pro was announced with a 48 megapixel camera.""",1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.8,The cost to rent a tool kit for Apple device repairs is $49.,1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.8,The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York. This information is consistent across documents [Doc 2] and [Doc 3].,1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.8,"Manchester City won the Champions League in the 2022-2023 season. This information is found in Doc 1, which states, ""Manchester City beat Inter on Saturday night to win the UEFA Champions League for the first time in their history and complete an iconic treble.""",1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.8,"The teams playing in the 2021-22 NBA Finals are the Golden State Warriors and the Boston Celtics. This information is consistent across all provided documents. The Warriors and Celtics faced off in the Finals, with the Warriors winning the championship. The Warriors' Steph Curry was awarded the Bill Russell NBA Finals Most Valuable Player, and the series was a rematch of the 1964 NBA Finals. The 2021-22 NBA Finals were officially known as the 2022 NBA Finals presented by YouTube TV",1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.8,"The prize money for the Squid Game-inspired reality competition is $4.56 million. This information is found in Doc 1, where it states, ""456 real players will enter the game in pursuit of a life-changing reward of $4.56 million.""",1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.8,"Overwatch 2 was released on October 4, 2022. However, there is a discrepancy in the documents provided. Document [Doc 1] states the release date as August 10, 2023, while Document [Doc 5] confirms the release date as October 4, 2022. The correct answer, based on Document [Doc 5], is October 4, 2022. There are factual errors in the provided documents.",1,0,1
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.8,"Jonas Vingegaard (Jumbo-Visma) won the 2022 Tour de France. This information is confirmed by Documents [Doc 3] and [Doc 5], which state that Vingegaard is the overall winner of the race and the new overall leader.",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.8,Apple's revenue in Q3 2022 was $83.0 billion.,1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.8,"Alex de Minaur won the 2022 Atlanta Open. This information is found in Doc 2, which states that Alex de Minaur defeated American Jenson Brooksby in the final to take out the tournament. The other documents provide additional context about the event, such as its location, dates, and surface, but the specific answer to the question is provided in Doc 2.",1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.8,"The revenue of AWS in Q2 2022 was $20.5 billion, as stated in Doc 2. This information is consistent across the documents provided.",0,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.8,"Xenoblade Chronicles 3 was released on July 29, 2023. This information is found in Doc 3, which mentions the game's initial release date being shifted to July 29, and the limited edition release date being July 29, 2023.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.8,"The document does not provide a specific name for the horse in the movie ""Nope"". The only mention of a horse is in Doc 3, where it says ""Each chapter in the film is named after an animal — Ghost, Lucky, Clover, Gordy and Jean Jacket — foregrounding four horses and one chimpanzee."" However, it does not specify which of these names refers to a particular horse. Therefore, based on the given information, the name of the horse in the movie ""Nope"" cannot be determined. There are factual errors in the provided documents. The documents mention",1,0,1
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.8,"Neal Lemlein passed away on July 22, 2022.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.8,"Joo Won is the lead actor in the film Carter. This information is confirmed in Doc 4, where it is mentioned that Joo Won's action performance and digesting title role were praised.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.8,"The documents provided do not contain specific information about the release date of BlenderBot 3. The closest reference is in Doc 2, which mentions the announcement of BlenderBot 3 but does not specify when it was released. Therefore, I cannot answer the question based on the given information.",0,0,0
92,which company invented BlenderBot 3?,['Meta'],0.8,"Meta, formerly known as Facebook's parent company, invented BlenderBot 3. This information is provided in Document 1, where it states, ""Meta’s AI research labs have created a new state-of-the-art chatbot and are letting members of the public talk to the system in order to collect feedback on its capabilities.""",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.8,"ChatGPT was introduced in November 2022 using GPT-3.5 as part of a free research preview, as mentioned in Document [Doc 4].",0,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.8,"GPT-4 was released on March 14, 2023.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.8,"Amazon agreed to pay $61 per share in cash to acquire iRobot, as stated in Doc 2. The total value of the acquisition was approximately $1.7 billion, including iRobot's net debt.",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.8,"The Major League Baseball Field of Dreams Game 2022 is located at Field of Dreams ballpark in Dyersville, Iowa. The specific coordinates provided in the document are 42°29′56″N 91°03′26″W.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.8,"Microsoft released Windows 11 22H2 on September 20, 2022. This information is provided in Document 3.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.8,AMD unveiled Ryzen 7000 processors on August 29th at 7PM during a YouTube livestream event.,1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.8,"Konnor McClain won the U.S. all-around title at the U.S. Gymnastics Nationals 2022. Despite a misstep on the uneven bars, she managed to rally and secure the victory.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.8,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000. This information is found in Doc 4, which states, ""Tesla has raised the price of its Full Self-Driving (FSD) feature set again, this time to $15,000.""",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.8,"The premiere of House of the Dragon began on August 21, 2022.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.8,"The release date for Sony's PlayStation VR2 headset is February 22, 2023. This information is found in Document 2, which states, ""The PS VR2 launched worldwide on 22 February 2023...""",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.8,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports. This sports entertainment venture is backed by a variety of investors from the sports, entertainment, and technology industries. The company was officially launched in August, with former NBC Sports chairman Dick Ebersol as an initial investor.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.8,"Diageo recently acquired Super.tech. This information can be inferred from Doc 2, where it mentions, ""We are thrilled that Diageo shares our belief in its potential and we look forward to seeing Diageo bring Balcones’ incredible whiskies to more consumers."" Although Super.tech is not explicitly mentioned in the acquisition, the context implies that Diageo is the acquiring company.",0,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.8,"The Heisman Trophy winner in 2022 is USC sophomore quarterback Caleb Williams. He was recognized for his outstanding performance, throwing for 47 touchdowns, completing 296 of 448 passes, and rushing for 372 yards on 109 carries with 10 scores. Williams received 544 first-place votes and 2,031 points overall, securing his victory.",1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.8,"The Amazing Race Season 34 premiered on Wednesday, Sept. 21 at 10/9c on CBS.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.8,"The document does not provide information about the chairman of Toulouse or the current ownership. Therefore, I cannot answer the question based on the provided documents.",0,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.8,"The TGL (Tech-Infused Golf League) season is set to kick off in January 2024. This information is found in Doc 1, where it mentions that the season will begin with Woods and McIlroy as the first two golfers committed to compete.",1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.8,"The director of the BioShock movie is Francis Lawrence, as mentioned in Doc 2.",1,0,0
