id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
24,When was Lost Ark game release on Steam?,"['February 11', 'Feb 11', 'Feb. 11', 'February 11', '11 February', '11 Feb', '11 Feb.', '11 February']",0.4,"The Lost Ark game was released on Steam on February 11, 2022. However, Founders Pack owners were able to start playing from February 8, 2022, as mentioned in Doc 2.",1,0,0
25,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"['silver', 'Silver', 'bronze', 'Bronze']",0.4,Jessie Diggins won a silver medal in the 30 kilometer freestyle and a bronze medal in the individual sprint at the Beijing 2022 Olympic Games.,1,0,0
26,What is the genre of The Endgame (TV show)?,['crime'],0.4,"The provided documents do not contain information about a TV show named ""The Endgame."" However, there is a movie named ""Avengers: Endgame"" and its genre is not specified in the documents. Therefore, I cannot answer the question because of the insufficient information in the documents.",0,0,0
27,When did Russia invade Ukraine?,"['February 24', 'Feb 24', 'Feb. 24', '24 February', '24 Feb', '24 Feb.']",0.4,"The Russia-Ukraine invasion occurred on 24 February 2022, as stated in Doc 1, Doc 2, and Doc 4. However, it's important to note that there were earlier conflicts between the two countries, such as the annexation of Crimea in March 2014 (Doc 3). The documents also mention a build-up of Russian military near the Russo-Ukrainian border from March to April 2021 and from October 2021 to February 2022 (Doc 5).",1,0,0
28,When was Elden Ring being released?,"['February 25', 'Feb 25', 'Feb. 25', '25 February', '25 Feb', '25 Feb.']",0.4,"Elden Ring was released on February 25, 2022.",1,0,0
29,Who did Iga Swiatek defeat to win the Qatar Open 2022?,['Anett Kontaveit'],0.4,Iga Swiatek defeated Anett Kontaveit to win the Qatar Open 2022.,1,0,0
30,Which country won the most medals at the 2022 Winter Olympics?,['Norway'],0.4,"The country that won the most medals at the 2022 Winter Olympics was Norway, with a total of 37 medals.",1,0,0
31,Who won the Male Vocalist of the Year at the 2022 CMA ?,['Chris Stapleton'],0.4,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1,0,0
32,Who won the ACC Tournament in 2022?,['Virginia Tech'],0.4,"The ACC Tournament in 2022 was won by Virginia Tech. This information can be found in Doc 1, Doc 3, and Doc 4.",1,0,0
33,What chip does the iPhone 14 have?,['A15'],0.4,"The provided documents do not mention the iPhone 14 model. However, based on Doc 2, it is stated that the iPhone 14 and 14 Plus will be powered by Apple's A15 Bionic chip. In Doc 4, it is mentioned that the A15 chip is identical to the one in the iPhone 13 Pro. Since there is no specific information about the iPhone 14 model in the documents, I can not answer the question with certainty.

There are factual errors in the provided documents as they do not contain information about the iPhone 14 model. The correct answer should be: The iPhone 14 and 14 Plus have the A15 Bionic chip.",1,0,0
34,When is Google I/O 2022 scheduled to take place?,"['May 11', '12']",0.4,"The provided documents do not contain information about Google I/O 2022. The documents only mention Google I/O 2021 and 2023. According to the documents, Google I/O 2023 took place on May 10, 2023. There is no information about the schedule for Google I/O 2022.",0,0,0
35,who will direct Irredeemable film?,['Jeymes Samuel'],0.4,The document states that Jeymes Samuel will direct the film adaptation of Irredeemable.,1,0,0
36,What is the name of China's rover on Mars?,['Zhurong'],0.4,The name of China's rover on Mars is Zhurong.,1,0,0
37,Who is being honored with the 2022 Warrior Award?,['Shad Gaspard'],0.4,Shad Gaspard is being honored with the 2022 Warrior Award.,1,0,0
38,What is the weight of the Surface Laptop SE?,"['2.45', '1,112.4']",0.4,The weight of the Surface Laptop SE is 2.45 lbs. (Document 4 and Document 5),1,0,0
39,Who stars in The Lost City?,"['Sandra Bullock', 'Channing Tatum']",0.4,"The question asks for the cast of the movie ""The Lost City."" The provided documents list Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt as the stars of the movie. However, Brad Pitt's name is only mentioned in Doc 1, and it is not clear from the context whether he has a significant role in the movie. Therefore, the answer to the question is Sandra Bullock, Channing Tatum, Daniel Radcliffe, and Da'Vine Joy Randolph, with Brad Pitt potentially also starring in the movie.",1,0,0
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.4,"At the 94th Academy Awards on March 27, 2022, actor Will Smith walked onstage and slapped comedian Chris Rock across the face during Rock's presentation for Best Documentary Feature. The slap was in response to Rock's joke about Smith's wife Jada Pinkett Smith's shaved head. Smith returned to his seat and shouted profanity at Rock, who briefly responded, but completed his presentation without further interruption. Later that evening, Smith won Best Actor and apologized to the Academy of Motion Picture Arts and Sciences and other nominees, but not to Rock, in his acceptance speech. The next day, he issued an apology to Rock and the Academy through social media. Smith resigned his Academy membership on April 1, facing a potential suspension or expulsion, and was banned from attending Academy events for 10 years, effective April 8. The incident received worldwide attention and largely overshadowed the rest of the ceremony.",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.4,"The Apple M2 chip was unveiled at Apple's WWDC 2022 keynote on June 6, 2022. (Reference: Doc 4 and Doc 5)",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.4,The film 'CODA' won the 2022 Academy Award for Best Picture.,1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.4,"The 94th Academy Awards will be held on Sunday, March 27, as stated in Doc 2.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.4,"A House Between Earth and the Moon was first published on March 29, 2022, according to Doc 1 and Doc 4. However, Doc 2 states that it was published on March 28, 2023, which is an inconsistency. Therefore, the correct answer is March 29, 2022. There are factual errors in the provided documents.",1,0,1
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.4,The album that won the Album of the Year GRAMMYs 2022 is Jon Batiste's 'WE ARE'.,1,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.4,The final of the 2022 FIFA World Cup was played on 18 December 2022.,1,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.4,"The number of vehicles Tesla delivered in the first quarter of 2022 was 310,048, according to the provided document.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.4,"Elon Musk acquired Twitter. The acquisition was concluded on October 27, 2022.",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.4,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.4,Scottie Scheffler won the 2022 Masters Tournament.,1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.4,"Ashleigh Barty won the women's singles Australian Open 2022. The documents provided show that she defeated Danielle Collins in the final by 6-3, 7-6(7-2) or 6-3, 7-6(2), according to different sources.",1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.4,Aryna Sabalenka won the women's singles Australian Open 2023.,1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.4,"Rafael Nadal won the men's singles Australian Open 2022. He defeated Daniil Medvedev in the final, 2–6, 6–7(5–7), 6–4, 6–4, 7–5.",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.4,"Novak Djokovic won the men's singles Australian Open 2023. This information can be found in Doc 2, Doc 3, Doc 4, and Doc 5.",1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.4,"Iga Swiatek won the women's singles French Open 2022. (Doc 1, Doc 2, Doc 5)",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.4,"Iga Swiatek won the women's singles French Open 2023. This information can be found in Doc 1, Doc 2, Doc 3, and Doc 5.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.4,"The provided documents do not explicitly state who the runner-up is in the women's singles at the 2023 French Open. However, we can infer that the runner-up is Karolina Muchova, as she lost to Iga Swiatek in the final. Therefore, the answer is Karolina Muchova.",1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.4,Rafael Nadal won the men's singles French Open 2022.,1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.4,Novak Djokovic won the men's singles French Open 2023. The documents provide consistent information about this.,1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.4,The women's singles Wimbledon 2022 was won by Elena Rybakina.,1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.4,The women's singles Wimbledon 2023 was won by Marketa Vondrousova.,1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.4,Novak Djokovic won the men's singles Wimbledon 2022.,1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.4,Carlos Alcaraz won the men's singles Wimbledon 2023.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.4,"Based on the documents provided, Iga Swiatek won 8 titles in the 2022 season. This information can be found in Document 4.",1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.4,The women's singles U.S. Open 2022 was won by Iga Swiatek.,1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.4,Carlos Alcaraz won the men's singles U.S. Open 2022.,1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.4,The new head coach of the Virginia Tech football team in 2022 is Brent Pry.,1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.4,"Consensus 2022 is taking place in Austin, Texas.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.4,"The 148th Kentucky Derby took place on Saturday, May 7, 2022.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.4,"The revenue of Tesla in Q1 2022 was $18.76 billion, as reported in the document.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.4,"The Splatoon 3 game will be released on September 9, 2022, according to the documents provided.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.4,The Najafi Companies acquired STX Entertainment.,1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.4,"Orrin G. Hatch passed away on April 23, 2022.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.4,The new CEO of CNN is Chris Licht.,1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.4,"Emmanuel Macron won the French Presidential Election 2022. According to the documents provided, he secured 58.6% of the vote in the second round, defeating Marine Le Pen.",1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.4,"The main camera on the iPhone 14 Pro has a megapixel count of 48, as mentioned in Doc 3, Doc 4, and Doc 5.",1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.4,"Based on the provided documents, it costs $49 to rent a tool kit for Apple device repairs. This information is consistent across Doc 3, Doc 4, and Doc 5.",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.4,The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City.,1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.4,Manchester City won the Champions League in the 2022-2023 season.,1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.4,The teams playing in the 2021-22 NBA Finals are the Golden State Warriors and the Boston Celtics.,1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.4,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.4,"Overwatch 2 was released on October 4, 2022. [Doc 1, Doc 4] However, it was later announced as a free-to-play title. [Doc 5]",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.4,Jonas Vingegaard (Team Jumbo-Visma) won the 2022 Tour de France.,1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.4,"The provided documents indicate that Apple's revenue for Q3 2022 was $83 billion. This information is consistent across Doc 3, Doc 4, and Doc 5.",1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.4,Alex de Minaur won the 2022 Atlanta Open.,1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.4,"The revenue of AWS in Q2 2022 was $19.7 billion, as stated in Doc 1, Doc 4, and Doc 5.",1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.4,"The Xenoblade Chronicles 3 was released on July 29, 2022, according to Document 2 and Document 5. However, there seems to be a discrepancy between the documents as they state different years. Document 2 mentions 2022, while Document 5 mentions 2023. The correct year is 2022. There are factual errors in the provided documents.",1,0,1
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.4,"The documents provided do not explicitly mention the name of the horse that is the main character in the movie ""Nope."" However, the horse named Ghost is mentioned several times in the documents, and it is described as one of the family's veteran equine actors. Therefore, it is reasonable to infer that Ghost is the main horse character in the movie, but the documents do not provide a definitive answer to the question.",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.4,"Neal Lemlein passed away on July 22, 2022.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.4,"The lead actor in the film Carter is Joo Won, who plays the character Carter Lee / Michael Bane.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.4,"BlenderBot 3 was released on August 5, 2022. (Reference: Doc 5)",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.4,The company that invented BlenderBot 3 is Meta (formerly Facebook).,1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.4,"The documents provided indicate that ChatGPT was released on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.4,"GPT-4 was released on March 14, 2023, according to Document 4.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.4,"Amazon agreed to pay $1.7 billion to acquire iRobot, as stated in Doc 3, Doc 4, and Doc 5. The payment is an all-cash transaction, and the price per share is $61, as mentioned in Doc 4.",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.4,"The location of the Major League Baseball Field of Dreams Game 2022 is Dyersville, Iowa.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.4,"The release date for Windows 11 22H2, according to the documents provided, is September 20, 2022. (Refer to Doc 2 and Doc 3)",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.4,"AMD unveiled the Ryzen 7000 desktop processors on August 29, 2022, as stated in Doc 2 and Doc 3. However, it seems there is a discrepancy between the Ryzen 7000 series mentioned in the documents and the Ryzen 7045HX Series Mobile processors mentioned in Doc 5. The Ryzen 7000 series is for desktop processors, while the Ryzen 7045HX Series is for mobile processors. The Ryzen 7000 desktop processors were unveiled on August 29, 2022, as stated in the documents provided.",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.4,Konnor McClain won the U.S. all-around title at the U.S. Gymnastics Nationals 2022.,1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.4,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000, as stated in the provided documents. However, it is important to note that this software does not make a car fully self-driving and users must remain focused on the road and keep their hands on the driving wheel.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.4,"The premiere date of House of the Dragon is August 21, 2022.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.4,"The release date for Sony's PlayStation VR2 headset is February 22, 2023.",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.4,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports. It is a technology-focused venture that aims to develop progressive approaches to sports, media, and entertainment.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.4,The company that recently acquired Super.tech is ColdQuanta.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.4,"The Heisman Trophy winner in 2022 is Caleb Williams, who played for the USC Trojans. This information can be found in Doc 2, Doc 3, Doc 4, and Doc 5.",1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.4,"The Amazing Race Season 34 premiered on Wednesday, September 21, 2022.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.4,"The chairman of Toulouse Football Club is Damien Comolli, and they are currently owned by RedBird Capital Partners, a United States-based investment fund.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.4,The TGL (Tech-Infused Golf League) season is set to start in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.4,The director of the BioShock movie is Francis Lawrence.,1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.4,"The premiere date of New Amsterdam Season 5, according to Doc 2, Doc 3, Doc 5, is September 20, 2022. However, Doc 4 states that the season has already concluded, which is factually incorrect. Therefore, there are factual errors in the provided documents. The correct information is that the premiere date of New Amsterdam Season 5 is September 20, 2022.",1,0,1
111,Who won the World Cup Final in 2022?,['Argentina'],0.4,Argentina won the World Cup Final in 2022.,1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.4,"The chief meteorologist for KPLR-TV is John Fuller, according to Doc 4. However, Doc 1 states that the individual in question is not John Fuller but someone else who has worked at KSDK and NBC 4 New York. There seems to be a discrepancy between the documents. Therefore, I cannot provide an accurate answer based on the provided documents. There are factual errors in the documents. The correct answer should be the individual mentioned in Doc 1, who is not John Fuller.",1,0,0
113,Who is the new head of development at Riff Raff Entertainment?,['Katie Sinclair'],0.4,The new head of development at Riff Raff Entertainment is Katie Sinclair.,1,0,0
114,How much money did Texas Tech pay Marlene Stollings in the settlement?,"['740,000', '740K']",0.4,"Texas Tech paid Marlene Stollings approximately $740,000 in the settlement. (Doc 4, Doc 5)",1,0,0
115,Who acquired a stake in FromSoftware?,"['Sony', 'Tencent']",0.4,"Sony and Tencent acquired a stake in FromSoftware. Specifically, Tencent acquired 16.25% of FromSoftware's shares, while Sony acquired 14.09%.",1,0,0
116,Who is the new Coach for The Voice Season 22?,['Camila Cabello'],0.4,The new Coach for The Voice Season 22 is Camila Cabello.,1,0,0
117,What was the unemployment rate in August 2022 in U.S.?,"['3.7%', '3.7 percent']",0.4,"The unemployment rate in August 2022 in the U.S., according to Document 1, was 3.8%. However, Document 2 also mentions an unemployment rate of 3.7% for August 2022, which seems to be a more accurate figure as it is consistent with the data provided in other documents. Therefore, the unemployment rate in August 2022 in the U.S. was 3.7%.",1,0,0
118,Who did Serena Williams lose to in her last match at the U.S. Open?,['Ajla Tomljanovic'],0.4,Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open.,1,0,0
119,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"['Eight', '8']",0.4,Eight people were injured in the shuttle van accident on Palisades Interstate Parkway. (From Doc 3),1,0,0
120,Who is the head coach of Virginia Tech football?,['Brent Pry'],0.4,"The head coach of Virginia Tech football is Brent Pry, as stated in Doc 2.",1,0,0
121,How did Tanya Pardazi die?,"['sky diving accident', 'skydiving accident']",0.4,"Tanya Pardazi died in a skydiving accident. According to the documents, she released a quickly-rotating main parachute at a low altitude without the time or altitude required for the reserve parachute to inflate. This incident occurred during her first solo dive after completing a skydiving course with Skydive Toronto.",1,0,0
122,Who was named interim coach for Nebraska's 2022 season?,['Mickey Joseph'],0.4,Mickey Joseph was named interim coach for Nebraska's 2022 season.,1,0,0
123,What is the release date of Jackie Evancho's album Carousel of Time?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.4,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022. (Doc 3, Doc 5)",1,0,0
124,Which companies are part of MATANA?,"['Microsoft', 'Apple', 'Tesla', 'Alphabet', 'Nvidia', 'Amazon']",0.4,"The companies part of MATANA, as mentioned in the documents, are Microsoft (NASDAQ: MSFT), Apple (NASDAQ: AAPL), Tesla (NASDAQ: TSLA), Alphabet (NASDAQ: GOOG or GOOGL), Nvidia (NASDAQ: NVDA), and Amazon (NASDAQ: AMZN).",1,0,0
125,Which animated series won the Emmy Award for Best Animated Program?,['Arcane'],0.4,"The animated series 'Arcane' won the Emmy Award for Best Animated Program. This information is consistent across Doc 1, Doc 4, and Doc 5. Doc 3 does not provide information about the Emmy Awards, so it is not relevant to this question.",1,0,0
126,How many teams will be included in the expanded College Football Playoff?,['12'],0.4,The expanded College Football Playoff will include 12 teams.,1,0,0
