id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
48,Who acquired Twitter?,['Elon Musk'],0.4,"Elon Musk acquired Twitter. According to the documents, Musk initiated the acquisition of Twitter in April 2022 and concluded the deal on October 27, 2022.",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.4,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.4,Scottie Scheffler won the 2022 Masters Tournament.,1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.4,"Ashleigh Barty won the women's singles Australian Open in 2022. This information is directly stated in multiple documents provided, including Doc 1, Doc 2, and Doc 4.",1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.4,Aryna Sabalenka won the women's singles Australian Open 2023.,1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.4,"Rafael Nadal won the men's singles Australian Open 2022. He defeated Daniil Medvedev in the final, coming back from two sets down to win 2-6, 6-7(5), 6-4, 6-4, 7-5.",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.4,Novak Djokovic won the men's singles Australian Open 2023.,1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.4,"According to the documents, Iga Swiatek won the women's singles French Open 2022. This information is supported by multiple documents including Doc 2 and Doc 5, which both state that Iga Swiatek beat Coco Gauff to win the 2022 French Open women's singles final.",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.4,"Iga Swiatek won the women's singles French Open 2023. She defeated Karolina Muchova in the final with a score of 6-2, 5-7, 6-4.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.4,"The runner-up in the women's singles at the 2023 French Open is Karolina Muchova, as Iga Swiatek won the title with a 6-2, 5-7, 6-4 victory over her in the final.",1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.4,"According to the documents, Rafael Nadal won the men's singles French Open in 2022. This information is consistent across multiple documents, including Doc 1 and Doc 2.",1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.4,Novak Djokovic won the men's singles French Open 2023.,1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.4,The women's singles Wimbledon 2022 was won by Elena Rybakina.,1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.4,The women's singles Wimbledon 2023 champion is Marketa Vondrousova.,1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.4,"Novak Djokovic won the men's singles Wimbledon 2022. This information is directly stated in multiple documents, including Doc 2 and Doc 3.",1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.4,Carlos Alcaraz won the men's singles Wimbledon 2023.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.4,"According to Document 4, Iga Świątek won eight titles in the 2022 season.",1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.4,The women's singles U.S. Open 2022 was won by Iga Swiatek of Poland.,1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.4,Carlos Alcaraz won the men's singles U.S. Open 2022.,1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.4,The new head coach of the Virginia Tech football team in 2022 is Brent Pry.,1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.4,"Consensus 2022 is taking place in Austin, Texas.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.4,"The 148th Kentucky Derby took place on Saturday, May 7, 2022, at Churchill Downs in Louisville, Kentucky.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.4,"According to the documents, Tesla's revenue in Q1 2022 was $18.76 billion.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.4,"Splatoon 3 was released on September 9, 2022.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.4,"The Najafi Companies acquired STX Entertainment. This is evident from Document 1 and Document 4, which state that The Najafi Companies has acquired STX Entertainment and that the deal includes STX Entertainment needing to repay $148 million in debt.",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.4,"Orrin G. Hatch passed away on April 23, 2022.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.4,The new CEO of CNN is Chris Licht.,1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.4,Emmanuel Macron won the French Presidential Election 2022. He secured 58.6% of the vote in the second round against Marine Le Pen.,1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.4,The main camera on the iPhone 14 Pro has a 48 megapixel sensor.,1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.4,"According to the documents, it costs $49 to rent a tool kit for Apple device repairs. This information is consistent across multiple documents dated April 27, 2022.",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.4,"The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City, specifically in the American Wing period rooms that showcase American architecture and furnishings spanning from the 17th to 20th centuries.",1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.4,"Manchester City won the Champions League in the 2022-2023 season. This can be confirmed from Document 5, which states ""The 2022–23 UEFA Champions League was the 68th season of Europe's premier club football tournament organised by UEFA, and the 31st season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. The final was played at the Atatürk Olympic Stadium in Istanbul, Turkey, on 10 June 2023. The final was contested by English club Manchester City and Italian club Inter Milan, with the former winning 1–0 via a second-half goal by Rodri, who was named man of the match by UEFA.""",1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.4,The teams playing in the 2021-22 NBA Finals were the Golden State Warriors and the Boston Celtics.,1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.4,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.4,"Overwatch 2 was released on October 4, 2022, for Nintendo Switch, PlayStation 4, PlayStation 5, Windows, Xbox One, and Xbox Series X/S.",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.4,Jonas Vingegaard won the 2022 Tour de France.,1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.4,"According to the documents, Apple's revenue in Q3 2022 (which corresponds to the second calendar quarter of the year) was $83.0 billion.",1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.4,Alex de Minaur won the 2022 Atlanta Open.,1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.4,The revenue of AWS in Q2 2022 was $19.7 billion.,1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.4,"Xenoblade Chronicles 3 was released on July 29, 2023.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.4,"The name of the horse in the movie ""Nope"" is Ghost. This information is directly stated in Document 3, where it mentions, ""But it is his sister Emerald (Keke Palmer) who notices that Ghost, one of their family’s veteran equine actors, is unexpectedly standing in an outdoor pen staring out into space.""",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.4,"Neal Lemlein passed away on July 22, 2022. This information is consistently provided across multiple documents.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.4,"The lead actor in the film Carter is Joo Won, who plays the character Carter Lee, later revealed as also going by the name Michael Bane.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.4,"BlenderBot 3 was released on August 5, 2022. This information is consistent across multiple documents, including Doc 1, Doc 4, and Doc 5.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.4,"Meta invented BlenderBot 3. This can be inferred from multiple documents, such as Doc 2, Doc 3, and Doc 5, which mention that BlenderBot 3 was announced by Meta and is based on Meta's AI research and technology.",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.4,"ChatGPT was released on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.4,"GPT-4 was released on March 14, 2023.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.4,"Amazon agreed to pay approximately $1.7 billion to acquire iRobot in an all-cash transaction, including iRobot's net debt.",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.4,"The location of the Major League Baseball Field of Dreams Game 2022 is in Dyersville, Iowa. Specifically, it is held at the Field of Dreams ballpark in Dyersville, Iowa.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.4,"Microsoft released Windows 11 22H2 on September 20, 2022.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.4,"AMD unveiled the Ryzen 7000 processors on August 29th, as mentioned in Document 3 and Document 4.",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.4,"According to the documents, Konnor McClain won the U.S. all-around title at the 2022 U.S. Gymnastics Championships. This information is consistent across multiple documents, including Doc 1, Doc 2, Doc 3, and Doc 4.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.4,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.4,"The premiere date of House of the Dragon is August 21, 2022.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.4,"The release date for Sony's PlayStation VR2 headset is February 22, 2023.",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.4,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports, which focuses on technology and developing ""progressive approaches to sports, media, and entertainment"" according to the documents.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.4,ColdQuanta recently acquired Super.tech.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.4,"The Heisman Trophy winner in 2022 is Caleb Williams from the USC Trojans, as stated in Document 2 and Document 4.",1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.4,"The Amazing Race Season 34 premiered on Wednesday, September 21, 2022, at 10/9c on CBS. There seems to be a slight discrepancy regarding the exact time mentioned in Doc 5 which states ""at 9 p.m. ET"", but based on the majority of the documents, the premiere time is 10/9c.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.4,"The chairman of Toulouse Football Club is Damien Comolli, and they are currently under the ownership of RedBird Capital Partners.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.4,The TGL (Tech-Infused Golf League) season is scheduled to start in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.4,The director of the BioShock movie is Francis Lawrence.,1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.4,"The premiere date of New Amsterdam Season 5 is September 20, 2022.",1,0,0
111,Who won the World Cup Final in 2022?,['Argentina'],0.4,"Based on the information provided in the documents, Argentina won the World Cup Final in 2022 against France.",1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.4,"The chief meteorologist for KPLR-TV is John Fuller. This information can be found in Doc 4, which states ""KPLR's stories have been seen as much more broad-based and less sensationalistic. The primetime newscast moved to 7 p.m. and was cut to airing Monday through Fridays only (on account of The CW having programmed Sunday nights at the time of the move) on September 8, 2008. On September 17, 2008 both Local and Tribune announced that they would merge the operations of both KTVI and KPLR. Both stations will be co-located at KPLR under the management of KTVI GM Spencer Koch. The move was done to allow both stations to combine news operations and share certain programming. The LMA took place on October 1, 2008[7]. On April 6, 2009, KPLR ventured into the midday news market with a new newscast called ""News 11 at Noon"". The newscast is anchored by Christine Buck who has been with the station for over 30 years, and Chief Meteorologist John Fuller.""",1,0,0
113,Who is the new head of development at Riff Raff Entertainment?,['Katie Sinclair'],0.4,The new head of development at Riff Raff Entertainment is Katie Sinclair.,1,0,0
114,How much money did Texas Tech pay Marlene Stollings in the settlement?,"['740,000', '740K']",0.4,"Texas Tech paid Marlene Stollings approximately $740,000 in settling the lawsuit she filed after being fired by the school in 2020. This amount includes $300,000 for alleged compensatory damages, $300,000 for attorneys' fees and expenses, and an additional $140,666.00 for back wages.",1,0,0
115,Who acquired a stake in FromSoftware?,"['Sony', 'Tencent']",0.4,"Sony and Tencent acquired stakes in FromSoftware. Specifically, Tencent acquired 16.25% of FromSoftware's shares, and Sony acquired 14.09% of the company's shares.",1,0,0
116,Who is the new Coach for The Voice Season 22?,['Camila Cabello'],0.4,The new Coach for The Voice Season 22 is Camila Cabello.,1,0,0
117,What was the unemployment rate in August 2022 in U.S.?,"['3.7%', '3.7 percent']",0.4,"The unemployment rate in the U.S. in August 2022 was 3.8%, according to Doc 2.",0,0,0
118,Who did Serena Williams lose to in her last match at the U.S. Open?,['Ajla Tomljanovic'],0.4,"According to the documents, Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open. This information can be found in multiple documents, such as Doc 2, Doc 3, and Doc 5, which describe Serena Williams' loss to Ajla Tomljanovic during the third round of the U.S. Open tennis championships on Friday.",1,0,0
119,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"['Eight', '8']",0.4,"According to the documents, eight people were injured in the shuttle van accident on the Palisades Interstate Parkway.",1,0,0
120,Who is the head coach of Virginia Tech football?,['Brent Pry'],0.4,"The head coach of Virginia Tech football is Brent Pry. This information can be derived from Doc 2, which states ""Penn State defensive coordinator Brent Pry has been named the new head football coach at Virginia Tech.""",1,0,0
121,How did Tanya Pardazi die?,"['sky diving accident', 'skydiving accident']",0.4,"Tanya Pardazi died in a skydiving accident on August 27th. According to the documents, she completed a skydiving course with Skydive Toronto and was preparing for her first solo dive from 4,000 feet. The accident occurred when she ""released a quickly rotating main parachute at a low altitude without the time or altitude required for the reserve parachute to inflate,"" according to Skydive Toronto.",1,0,0
122,Who was named interim coach for Nebraska's 2022 season?,['Mickey Joseph'],0.4,"Mickey Joseph was named interim coach for Nebraska's 2022 season following a loss against the Georgia Southern Eagles on September 10, 2022.",1,0,0
123,What is the release date of Jackie Evancho's album Carousel of Time?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.4,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022.",1,0,0
124,Which companies are part of MATANA?,"['Microsoft', 'Apple', 'Tesla', 'Alphabet', 'Nvidia', 'Amazon']",0.4,"The companies that are part of the MATANA group are Microsoft (NASDAQ: MSFT), Apple (NASDAQ: AAPL), Tesla (NASDAQ: TSLA), Alphabet (NASDAQ: GOOGL), Nvidia (NASDAQ: NVDA), and Amazon (NASDAQ: AMZN).",1,0,0
125,Which animated series won the Emmy Award for Best Animated Program?,['Arcane'],0.4,The animated series Arcane won the Emmy Award for Best Animated Program.,1,0,0
126,How many teams will be included in the expanded College Football Playoff?,['12'],0.4,"The expanded College Football Playoff will include 12 teams, starting in the 2024 season.",1,0,0
127,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,['Ecuador'],0.4,"According to the documents, in the opening match of the 2022 World Cup, the host nation Qatar played against Ecuador.",1,0,0
128,Where did Leonard Francis escape from?,['San Diego'],0.4,"Leonard Francis escaped from his home in the Torrey Highlands community of San Diego, where he was under house arrest.",1,0,0
